,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
20,2010-02-02,332.3084066117363,256.7708532064727,412.5280757690458,332.3084066117363,332.3084066117363,5.529700732025159,5.529700732025159,5.529700732025159,-0.9519806958222695,-0.9519806958222695,-0.9519806958222695,6.481681427847429,6.481681427847429,6.481681427847429,0.0,0.0,0.0,337.83810734376146
21,2010-02-03,332.27837524437297,262.4502265349551,412.2301635037308,332.27837524437297,332.27837524437297,5.999919712867001,5.999919712867001,5.999919712867001,-0.048327802069138504,-0.048327802069138504,-0.048327802069138504,6.048247514936139,6.048247514936139,6.048247514936139,0.0,0.0,0.0,338.27829495723995
22,2010-02-06,332.18828114228296,255.80092909587137,408.5347849850749,332.18828114228296,332.18828114228296,0.043173762698866386,0.043173762698866386,0.043173762698866386,-4.50338942016319,-4.50338942016319,-4.50338942016319,4.546563182862056,4.546563182862056,4.546563182862056,0.0,0.0,0.0,332.23145490498183
23,2010-02-07,332.1582497749196,266.21880630799836,409.37866656735844,332.1582497749196,332.1582497749196,9.542883035306952,9.542883035306952,9.542883035306952,5.563466801086703,5.563466801086703,5.563466801086703,3.9794162342202495,3.9794162342202495,3.9794162342202495,0.0,0.0,0.0,341.70113281022657
24,2010-02-08,332.1282184075563,262.33378842485354,407.240073775034,332.1282184075563,332.1282184075563,3.193392016607378,3.193392016607378,3.193392016607378,-0.18985557186778787,-0.18985557186778787,-0.18985557186778787,3.383247588475166,3.383247588475166,3.383247588475166,0.0,0.0,0.0,335.3216104241637
25,2010-02-09,332.09818704019295,254.1247329050716,408.1051646156959,332.09818704019295,332.09818704019295,1.8109848744585495,1.8109848744585495,1.8109848744585495,-0.9519806958288625,-0.9519806958288625,-0.9519806958288625,2.762965570287412,2.762965570287412,2.762965570287412,0.0,0.0,0.0,333.9091719146515
26,2010-02-11,332.0381243054662,255.69535312282827,408.96704742559507,332.0381243054662,332.0381243054662,0.2180256392615058,0.2180256392615058,0.2180256392615058,-1.258577259008541,-1.258577259008541,-1.258577259008541,1.4766028982700465,1.4766028982700465,1.4766028982700465,0.0,0.0,0.0,332.2561499447277
27,2010-02-12,332.0080929381029,260.11139863974694,413.2329886191551,332.0080929381029,332.0080929381029,2.215323602422373,2.215323602422373,2.215323602422373,1.388663947846855,1.388663947846855,1.388663947846855,0.8266596545755182,0.8266596545755182,0.8266596545755182,0.0,0.0,0.0,334.22341654052525
28,2010-02-15,331.9179988360128,255.89119318366656,404.9430436646668,331.9179988360128,331.9179988360128,-1.2280031968621097,-1.2280031968621097,-1.2280031968621097,-0.18985557184780233,-0.18985557184780233,-0.18985557184780233,-1.0381476250143074,-1.0381476250143074,-1.0381476250143074,0.0,0.0,0.0,330.6899956391507
29,2010-02-16,331.8879674686495,252.40040539244956,401.15519111353257,331.8879674686495,331.8879674686495,-2.5509384709602707,-2.5509384709602707,-2.5509384709602707,-0.9519806958549737,-0.9519806958549737,-0.9519806958549737,-1.5989577751052968,-1.5989577751052968,-1.5989577751052968,0.0,0.0,0.0,329.33702899768923
30,2010-02-17,331.85793610128616,249.54698813288442,404.0364588348479,331.85793610128616,331.85793610128616,-2.162268314455862,-2.162268314455862,-2.162268314455862,-0.04832780205451484,-0.04832780205451484,-0.04832780205451484,-2.1139405124013466,-2.1139405124013466,-2.1139405124013466,0.0,0.0,0.0,329.6956677868303
31,2010-02-18,331.8279047339228,251.0338512555624,397.62412652962604,331.8279047339228,331.8279047339228,-3.8336141223314018,-3.8336141223314018,-3.8336141223314018,-1.2585772589930972,-1.2585772589930972,-1.2585772589930972,-2.5750368633383047,-2.5750368633383047,-2.5750368633383047,0.0,0.0,0.0,327.9942906115914
32,2010-02-19,331.7978733665595,254.97270346412225,403.5883150600629,331.7978733665595,331.7978733665595,-1.5867802976547456,-1.5867802976547456,-1.5867802976547456,1.388663947841763,1.388663947841763,1.388663947841763,-2.975444245496508,-2.975444245496508,-2.975444245496508,0.0,0.0,0.0,330.21109306890474
33,2010-02-22,331.7077792644694,250.19699673958368,401.2457851215784,331.7077792644694,331.7077792644694,-3.9589612938339864,-3.9589612938339864,-3.9589612938339864,-0.18985557186478208,-0.18985557186478208,-0.18985557186478208,-3.769105721969205,-3.769105721969205,-3.769105721969205,0.0,0.0,0.0,327.74881797063546
34,2010-02-23,331.6777478971061,249.19489131016084,399.72625506989937,331.6777478971061,331.6777478971061,-4.844989139020931,-4.844989139020931,-4.844989139020931,-0.951980695857928,-0.951980695857928,-0.951980695857928,-3.8930084431630028,-3.8930084431630028,-3.8930084431630028,0.0,0.0,0.0,326.83275875808516
35,2010-02-24,331.64771652974275,255.16958023637685,401.9292445680799,331.64771652974275,331.64771652974275,-3.9978241771615775,-3.9978241771615775,-3.9978241771615775,-0.048327802076011436,-0.048327802076011436,-0.048327802076011436,-3.9494963750855665,-3.9494963750855665,-3.9494963750855665,0.0,0.0,0.0,327.64989235258116
36,2010-02-25,331.6176851623794,247.54451809848857,399.35698412297967,331.6176851623794,331.6176851623794,-5.20217804262981,-5.20217804262981,-5.20217804262981,-1.258577258997919,-1.258577258997919,-1.258577258997919,-3.9436007836318905,-3.9436007836318905,-3.9436007836318905,0.0,0.0,0.0,326.41550711974963
37,2010-02-26,331.5876537950161,255.2095670162357,406.88974678913553,331.5876537950161,331.5876537950161,-2.493813888431101,-2.493813888431101,-2.493813888431101,1.3886639478529348,1.3886639478529348,1.3886639478529348,-3.882477836284036,-3.882477836284036,-3.882477836284036,0.0,0.0,0.0,329.093839906585
38,2010-03-02,331.46752832556274,253.71530985098025,395.1275489861338,331.46752832556274,331.46752832556274,-4.245341937002335,-4.245341937002335,-4.245341937002335,-0.9519806958413638,-0.9519806958413638,-0.9519806958413638,-3.293361241160971,-3.293361241160971,-3.293361241160971,0.0,0.0,0.0,327.22218638856043
39,2010-03-03,331.43749695819935,252.60829452631563,398.18551086949054,331.43749695819935,331.43749695819935,-3.172473524292694,-3.172473524292694,-3.172473524292694,-0.04832780206869966,-0.04832780206869966,-0.04832780206869966,-3.1241457222239943,-3.1241457222239943,-3.1241457222239943,0.0,0.0,0.0,328.26502343390666
40,2010-03-05,331.3774342234726,258.9475719259348,398.2900903129043,331.3774342234726,331.3774342234726,-1.4711817429575258,-1.4711817429575258,-1.4711817429575258,1.388663947847842,1.388663947847842,1.388663947847842,-2.8598456908053675,-2.8598456908053675,-2.8598456908053675,0.0,0.0,0.0,329.9062524805151
41,2010-03-06,331.3474028561093,249.9861336175717,399.94002583113513,331.3474028561093,331.3474028561093,-7.296788942800079,-7.296788942800079,-7.296788942800079,-4.503389420166739,-4.503389420166739,-4.503389420166739,-2.79339952263334,-2.79339952263334,-2.79339952263334,0.0,0.0,0.0,324.0506139133092
42,2010-03-08,331.2873401213826,249.1824255697628,400.2233980478672,331.2873401213826,331.2873401213826,-3.0463415871346227,-3.0463415871346227,-3.0463415871346227,-0.18985557187281188,-0.18985557187281188,-0.18985557187281188,-2.8564860152618103,-2.8564860152618103,-2.8564860152618103,0.0,0.0,0.0,328.240998534248
43,2010-03-09,331.2573087540193,249.4461787835681,402.56433355310463,331.2573087540193,331.2573087540193,-3.959121631273517,-3.959121631273517,-3.959121631273517,-0.9519806958479561,-0.9519806958479561,-0.9519806958479561,-3.0071409354255607,-3.0071409354255607,-3.0071409354255607,0.0,0.0,0.0,327.2981871227458
44,2010-03-11,331.1972460192926,249.8088968740893,398.893431057075,331.1972460192926,331.1972460192926,-4.841423074379989,-4.841423074379989,-4.841423074379989,-1.258577259007561,-1.258577259007561,-1.258577259007561,-3.5828458153724285,-3.5828458153724285,-3.5828458153724285,0.0,0.0,0.0,326.35582294491263
45,2010-03-12,331.16721465192927,258.5974481003771,404.67314565188616,331.16721465192927,331.16721465192927,-2.6256526972944214,-2.6256526972944214,-2.6256526972944214,1.3886639478637555,1.3886639478637555,1.3886639478637555,-4.014316645158177,-4.014316645158177,-4.014316645158177,0.0,0.0,0.0,328.54156195463486
46,2010-03-15,331.07712054983926,251.98885490347178,402.25659135489377,331.07712054983926,331.07712054983926,-6.046999278957052,-6.046999278957052,-6.046999278957052,-0.1898555718638611,-0.1898555718638611,-0.1898555718638611,-5.85714370709319,-5.85714370709319,-5.85714370709319,0.0,0.0,0.0,325.0301212708822
47,2010-03-16,331.0470891824759,250.1405570247929,390.84980557398916,331.0470891824759,331.0470891824759,-7.58025410741809,-7.58025410741809,-7.58025410741809,-0.951980695831392,-0.951980695831392,-0.951980695831392,-6.628273411586697,-6.628273411586697,-6.628273411586697,0.0,0.0,0.0,323.46683507505776
48,2010-03-17,331.01705781511254,253.46208104309613,401.83024528160354,331.01705781511254,331.01705781511254,-7.5053678295074135,-7.5053678295074135,-7.5053678295074135,-0.04832780205963951,-0.04832780205963951,-0.04832780205963951,-7.457040027447774,-7.457040027447774,-7.457040027447774,0.0,0.0,0.0,323.51168998560513
49,2010-03-18,330.9870264477492,245.44614553851406,394.64616986819544,330.9870264477492,330.9870264477492,-9.585253232383192,-9.585253232383192,-9.585253232383192,-1.2585772589921176,-1.2585772589921176,-1.2585772589921176,-8.326675973391076,-8.326675973391076,-8.326675973391076,0.0,0.0,0.0,321.401773215366
